Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Zharinanmuco,A,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,4,0.660,0.018,14.5,12.086,2.5,0.207,-7.54,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Dajiaco,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,5,0.641,0.013,9.8,12.491,2.5,0.218,-7.07,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Angrenjinco,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,4,0.654,0.014,15.7,11.985,2.5,0.205,-4.54,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Langco,A,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.634,0.016,15.3,12.019,2.4,0.198,-5.67,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Sailimu Lake,A,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,4,0.641,0.009,18.7,11.740,2.5,0.199,-2.22,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Ailike Lake,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.596,0.009,25.6,11.204,2.4,0.178,-4.63,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Wulungu Lake,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.605,0.003,21.7,11.503,2.5,0.193,-4.67,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Sugan Lake,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,6,0.652,0.008,15.7,11.985,2.5,0.205,2.11,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - 'EP Priyadarsi',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,7,0.599,0.002,23.6,11.356,3.0,0.226,,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - 'Kusai',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,7,0.638,0.006,10.5,12.429,2.0,0.173,,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - 'LC Priyadarsi',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.625,0.002,23.0,11.402,3.0,0.228,,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - 'LS Priyadarsi',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,4,0.616,0.001,19.0,11.716,3.0,0.237,,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - 'ZACA LAKE 8-09-0',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,4,0.598,0.005,25.0,11.249,2.0,0.149,-3.3,,90,,Li 2020,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Microbialite - 'Bacalar',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.585,0.009,29.0,10.954,2.0,0.144,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Microbialite - 'LAGSAR1',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.633,0.016,12.2,12.281,2.0,0.170,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Microbialite - 'Namicro',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.600,0.003,26.1,11.167,2.0,0.148,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Microbialite - 'Samicro',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,2,0.605,0.006,27.7,11.048,2.1,0.153,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Microbialites - 'Kelly Lake',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.636,0.006,17.0,11.878,2.0,0.162,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Microbialites - 'Pavillion Lake',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.630,0.007,19.0,11.716,2.0,0.159,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - BE,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,4,0.663,0.014,15.6,11.994,3.0,0.245,,,,,Huntington,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - EM,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,4,0.663,0.011,12.5,12.256,3.0,0.253,,,,,Huntington,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - SG,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.675,0.021,11.6,12.333,3.0,0.256,,,,,Huntington,,,,,,,,,
in prep,Arnold,Lake Carbonate - Bivalve,,Corbicula,,,,,,Bivalve - 'Red Rock',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,7,0.617,0.012,16.4,11.928,1.0,0.082,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Bivalve,,Corbicula,,,,,,Bivalve - 'Colorado River Avg',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,12,0.604,0.005,20.8,11.573,1.3,0.102,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Bivalve,,Corbicula,,,,,,Bivalve - 'Vail Avg',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,6,0.589,0.014,24.5,11.287,1.5,0.113,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Bivalve,,,,,,,,Bivalves2 - Wulungu Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,2,0.611,0.002,21.7,11.503,2.4,0.185,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropod - 'LFSCR - Left Fork Santa Clara River',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.619,0.010,13.0,12.213,3.0,0.252,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,Pyrgulopsis,,,,,,Gastropod - 'Painter Spring - A',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,4,0.627,0.007,12.5,12.256,3.0,0.253,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropod - 'WMM2 - A',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.596,0.006,20.0,11.636,2.0,0.157,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,Pyrgulopsis,,,,,,Gastropod - 'Modern Stagnicola - Clear Lake',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,7,0.616,0.002,15.0,12.044,3.0,0.247,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropod - 'Cohen Gast Tang',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,15,0.581,0.007,26.9,11.107,2.0,0.147,3.4,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropod - 'TOW Avg',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,14,0.573,0.003,29.0,10.954,1.0,0.072,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropod - 'DK-93-07 Avg',A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,5,0.641,0.004,8.0,12.651,3.0,0.266,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods1 - CJ,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,6,0.608,0.004,17.9,11.805,2.0,0.161,-2.5,,,,YANG,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods1 - T-16,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,13,0.638,0.009,12.8,12.230,1.9,0.161,-6.9,,,,YANG,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods1 - YAM 16-2,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.643,0.010,11.9,12.307,1.5,0.129,-15.8,,,,YANG,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods1 - YAM 16-3,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,11,0.643,0.006,11.9,12.307,1.5,0.129,,,,,YANG,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,Lymnaeid,,,,,,nrc 10-108-2,A,Caltech,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,1,0.621,0.010,12.8,12.230,1.9,0.161,-5.4,,,,HUNTINGTON,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,Radix,,,,,,Tsangpo 27,A,Caltech,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,1,0.621,0.010,12.8,12.230,1.9,0.161,-17,,,,HUNTINGTON,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,"Lymnaeid, Gyraulus,",,,,,,Zhongba 10-7-2,A,Caltech,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,1,0.629,0.011,12.8,12.230,1.9,0.161,-9.9,,,,HUNTINGTON,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods3 - Bosten Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,4,0.611,0.008,22.9,11.410,2.4,0.183,-8,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods3 - Cuona Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,2,0.629,0.009,15.7,11.985,2.4,0.197,-8.8,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods3 - Dajia Co,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.627,0.005,9.8,12.491,2.4,0.209,-7.1,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods3 - Jinzihai Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,3,0.596,0.005,17.4,11.846,2.4,0.193,-8.6,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Gastropod,,,,,,,,Gastropods3 - Wulungu Lake,A,UCLATripati,NonForaminifera,2,2,Natural,Mollusk,Lake,NonCorals,2,0.613,0.010,21.7,11.503,2.4,0.185,-4.7,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - 'Andy Cohen - 2A' LAGUNA,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,1,0.625,0.012,14.6,12.077,2.0,0.166,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - Abiotic,,,,,,,,Micrite - 'Andy Cohen - 2B' MAR,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.611,0.004,14.0,12.128,2.0,0.167,0.8,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - General,,,,,,,,Ooid - 'Spiral Jetty',A,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,17,0.599,0.006,27.7,11.048,2.0,0.145,-4,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - General,,,,,,,,Ooid - 'Antelope Island',A,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,13,0.603,0.006,26.1,11.167,2.0,0.148,-1,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Tufa - 'ModernPlayaSV',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,1,0.630,0.005,19.0,11.716,3.7,0.291,,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Tufa - 'WLTT - ZA',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,9,0.602,0.003,24.1,11.318,4.0,0.299,0.5,,,,,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Kailas,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,6,0.596,0.006,15.0,12.044,2.0,0.165,-4.7,,,,HUNTINGTON,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Tufa3 - 'CR - Lake Crowley CA',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.619,0.003,18.5,11.756,3.0,0.238,,,,,HUNTINGTON,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Tufa3 - 'ME - Lake Mead NV',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,3,0.622,0.000,28.2,11.012,3.0,0.216,,,,,HUNTINGTON,,,,,,,,,
in prep,Arnold,Lake Carbonate - BioMediated,,,,,,,,Tufa3 - 'MO - Mono Lake CA',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Lake,NonCorals,2,0.607,0.002,19.4,11.684,3.0,0.236,,,,,HUNTINGTON,,,,,,,,,
in prep,Flores,Elephant,Elephas,maximus indicus,Elephas,Elephas maximus indicus,,,,Elephant E,Apatite,UCLATripati,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,6,0.559,0.010,37.0,10.396,1.0,0.067,,,,,,,,,,,,,,
2010,Eagle,Teeth,Ceratotherium,simum,Ceratotherium,Ceratotherium simum,,,,White Rhinoceros,Apatite,Caltech,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,10,0.580,0.008,37.0,10.396,1.0,0.067,,,90,,,,,,,,,,,
2010,Eagle,Teeth,Elephas,maximus indicus,Elephas,Elephas maximus indicus,,,,Indian Elephant,Apatite,Caltech,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,4,0.566,0.007,37.0,10.396,1.0,0.067,,,90,,,,,,,,,,,
2010,Eagle,Teeth,Crocodylus ,niloticus,Crocodylus,Crocodylus niloticus,,,,Nile Crocodile,Apatite,Caltech,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,10,0.589,0.008,28.0,11.026,3.0,0.216,,,90,,,,,,,,,,,
2010,Eagle,Teeth,Alligator,mississippiensis,Alligator,Alligator mississippiensis,,,,American Alligator,Apatite,Caltech,NonForaminifera,2,1,Natural,NonMollusk,Non-lake,NonCorals,8,0.594,0.007,28.0,11.026,3.0,0.216,,,90,,,,,,,,,,,
2010,Eagle,Teeth,Carcharias ,taurus,Carcharias,Carcharias taurus,,,,Sand Tiger Shark,Apatite,Caltech,NonForaminifera,1,1,Natural,NonMollusk,Non-lake,NonCorals,5,0.596,0.011,23.6,11.356,1.0,0.076,,,90,,,,,,,,,,,
2010,Eagle,Teeth,Carcharias ,taurus,Carcharias,Carcharias taurus,,,,Sand Tiger Shark,Apatite,Caltech,NonForaminifera,1,1,Natural,NonMollusk,Non-lake,NonCorals,3,0.595,0.014,25.3,11.227,1.0,0.075,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Arctica,islandica,,,,,,Arctica islandica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,4,0.714,0.011,5.0,12.925,0.5,0.046,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Arctica,islandica,,,,,,Arctica islandica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.614,0.014,10.0,12.473,0.5,0.044,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Arctica,islandica,,,,,,Arctica islandica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.625,0.012,15.0,12.044,0.5,0.042,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus ,edulis,,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.632,0.020,12.0,12.299,0.5,0.043,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus ,edulis,,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.620,0.014,15.0,12.044,0.5,0.042,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus,edulis,,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,5,0.632,0.007,8.0,12.651,0.5,0.045,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus,edulis,,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.657,0.003,10.0,12.473,0.5,0.044,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus,edulis,,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.595,0.003,20.0,11.636,0.5,0.040,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus,edulis,,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.605,0.025,25.0,11.249,0.5,0.038,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus,edulis,,,,,,Mytilus edulis,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.717,0.011,5.0,12.925,0.5,0.046,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Pecten ,maximus,,,,,,Pecten maximus,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.650,0.016,10.0,12.473,0.5,0.044,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Pecten ,maximus,,,,,,Pecten maximus,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,5,0.635,0.008,15.0,12.044,0.5,0.042,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Pecten ,maximus,,,,,,Pecten maximus,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.619,0.013,18.0,11.797,0.5,0.040,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Pecten ,maximus,,,,,,Pecten maximus,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,4,0.632,0.008,20.0,11.636,0.5,0.040,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Argopecten,irradians,,,,,,Argopecten irradians,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,9,0.625,0.006,25.0,11.249,0.5,0.038,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mercinaria ,mercinaria,,,,,,Mercinaria mercinaria,A>>C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,13,0.637,0.006,8.0,12.651,0.5,0.045,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mya,arenaria,,,,,,Mya arenaria,A>>C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,6,0.600,0.007,25.0,11.249,0.5,0.038,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Crassostrea,virginica,,,,,,Crassostrea virginica,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.597,0.005,25.0,11.249,0.5,0.038,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Laternula,elliptica,,,,,,Laternula elliptica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,14,0.694,0.017,-1.0,13.502,1.0,0.099,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Adamssium,colbecki,,,,,,Adamssium colbecki,C,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,11,0.695,0.012,-1.0,13.502,1.0,0.099,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus,sp.,,,,,,Mytilus sp.,C>A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,7,0.646,0.005,8.0,12.651,1.0,0.090,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mytilus,sp.,,,,,,Mytilus sp.,C>A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,7,0.649,0.009,8.0,12.651,1.0,0.090,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Arctica,islandica,,,,,,Arctica islandica,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,13,0.643,0.003,9.0,12.561,1.0,0.089,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Mylitus ,californianus,,,,,,Mylitus californianus,C>A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.642,0.024,21.0,11.557,0.5,0.039,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Tridacna ,gigas,,,,,,Tridacna gigas,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.606,0.019,29.0,10.954,1.0,0.072,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Tridacna ,gigas,,,,,,Tridacna gigas,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,4,0.604,0.014,28.0,11.026,1.0,0.073,,,90,,,,,,,,,,,
2013,Eagle,Mollusks,Tridacna,gigas,,,,,,Tridacna gigas,A,Caltech,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,3,0.577,0.011,28.0,11.026,1.0,0.073,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Alligator ,mississippiensis,,,,,,American alligator,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.586,0.007,31.0,10.810,2.0,0.141,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Crocodylus ,acutus,,,,,,American crocodile',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.578,0.005,31.0,10.810,2.0,0.141,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Irena,puella,,,,,,Asian fairy bluebird',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.537,0.008,41.0,10.133,0.5,0.032,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Tyto ,alba,,,,,,Barn owl',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.561,0.004,38.7,10.283,0.5,0.033,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Gallus,gallus domesticus,,,,,,Chicken,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.558,0.000,41.5,10.101,0.5,0.032,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Pantherophis ,guttatus,,,,,,Corn snake',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.615,0.013,28.0,11.026,1.0,0.073,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Dromaius ,novaehollandiae,,,,,,Emu,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.572,0.003,38.0,10.329,0.5,0.033,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Chelonoidis,nigra,,,,,,Galapagos tortoise,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.585,0.007,30.0,10.881,2.0,0.142,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Vanellus ,miles,,,,,,Masked lapwing,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.576,0.008,42.0,10.069,0.5,0.032,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Varanus ,gouldii,,,,,,Monitor lizard',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.644,0.006,34.9,10.538,2.8,0.189,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Crocodylus ,niloticus,,,,,,Nile Crocodile',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.594,0.018,27.5,11.063,0.5,0.037,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Struthio,camelus,,,,,,Ostrich egg',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.561,0.002,39.1,10.256,0.5,0.033,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Spheniscus ,magellanicus,,,,,,Penguin',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.565,0.009,37.8,10.342,0.5,0.033,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Columba,livia,,,,,,Rock pigeon,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.560,0.004,41.0,10.133,0.5,0.032,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Odontophorus,melanotis,,,,,,Quail,C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.529,0.010,41.5,10.101,0.5,0.032,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Geochelone ,radiata,,,,,,Radiated tortoise',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.577,0.008,32.5,10.704,1.5,0.104,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Pipilo ,erythrophtalmus,,,,,,Sparrow',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.540,0.015,43.3,9.986,0.5,0.031,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Cygnus,atratus,,,,,,Swan',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.550,0.013,39.0,10.263,0.5,0.033,,,90,,,,,,,,,,,
2015,Eagle,Eggshells,Cathartes ,aura,,,,,,Turkey vulture',C,Caltech,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.545,0.018,39.9,10.204,0.5,0.033,,,90,,,,,,,,,,,
